,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Berlin,Berlin,LOC,0.00901305,0.09028020,de,400.90000000,,2950159.00000000,P,52.52437000,13.41053000,EUROPE,Deutschland,WCE
Deutschland,Deutschland,LOC,-0.08464432,0.09974920,de,292.40000000,,2921044.00000000,A,51.50000000,10.50000000,EUROPE,Deutschland,WCE
Brandenburg,Brandenburg,LOC,-0.06154121,0.11000119,de,280.30000000,,2945356.00000000,A,52.45905000,13.01582000,EUROPE,Deutschland,WCE
Glatteis,Glatteis,LOC,-0.16394996,0.08023755,de,263.80000000,,0.00000000,,,,,,
Bayern,Bayern,LOC,-0.08012317,0.09696017,de,254.40000000,,2951839.00000000,A,49.00000000,11.50000000,EUROPE,Deutschland,WCE
Hessen,Hessen,LOC,-0.04948336,0.07682501,de,248.40000000,,2905330.00000000,A,50.55000000,9.00000000,EUROPE,Deutschland,WCE
Deutschlands,Deutschlands,LOC,-0.02345372,0.11726858,de,160.60000000,,0.00000000,,,,,,
Rheinland-Pfalz,Rheinland-Pfalz,LOC,-0.00520163,0.10725011,de,155.40000000,,2847618.00000000,A,49.66667000,7.50000000,EUROPE,Deutschland,WCE
Hamburg,Hamburg,LOC,0.03219279,0.08094187,de,135.90000000,,2911298.00000000,P,53.55073000,9.99302000,EUROPE,Deutschland,WCE
Thüringen,Thüringen,LOC,-0.07402344,0.08333333,de,128.00000000,,2822542.00000000,A,50.91667000,11.00000000,EUROPE,Deutschland,WCE
Niedersachsen,Niedersachsen,LOC,-0.01448041,0.10363430,de,117.40000000,,2862926.00000000,A,52.83333000,9.16667000,EUROPE,Deutschland,WCE
Sachsen,Sachsen,LOC,-0.09370134,0.08247275,de,116.20000000,,2842565.00000000,A,52.00000000,11.73330000,EUROPE,Deutschland,WCE
Saarland,Saarland,LOC,-0.06518583,0.11614402,de,114.80000000,,2842635.00000000,A,49.40472000,6.96083000,EUROPE,Deutschland,WCE
NRW,NRW,LOC,-0.01431738,0.15070922,de,112.80000000,,2886242.00000000,P,50.93333000,6.95000000,EUROPE,Deutschland,WCE
Schnee,Schnee,LOC,-0.09712587,0.03468781,de,100.90000000,,2837468.00000000,T,50.72938000,8.54329000,EUROPE,Deutschland,WCE
Baden-Württemberg,Baden-Württemberg,LOC,-0.11063218,0.14439655,de,92.80000000,,2953481.00000000,A,48.50000000,9.00000000,EUROPE,Deutschland,WCE
Sachsen-Anhalt,Sachsen-Anhalt,LOC,-0.09849352,0.17543860,de,87.40000000,,2874545.00000000,P,52.12773000,11.62916000,EUROPE,Deutschland,WCE
Nordrhein-Westfalen,Nordrhein-Westfalen,LOC,-0.04454787,0.11968085,de,75.20000000,,2886242.00000000,P,50.93333000,6.95000000,EUROPE,Deutschland,WCE
…,…,LOC,0.05320868,0.06578947,de,72.20000000,,0.00000000,,,,,,
Bremen,Bremen,LOC,0.10455635,0.05995204,de,69.50000000,,2944388.00000000,P,53.07582000,8.80717000,EUROPE,Deutschland,NEU
USA,USA,LOC,-0.04635762,0.04966887,de,60.40000000,,6255150.00000000,L,-14.60485000,-57.65625000,SOUTH-AMERICA,,SAM
“,“,LOC,-0.03350084,0.01675042,de,59.70000000,,0.00000000,,,,,,
Alpen,Alpen,LOC,-0.02862254,0.08050089,de,55.90000000,,682673.00000000,T,45.50000000,24.25000000,EUROPE,Rumänien,WCE
Gewitter,Gewitter,LOC,-0.11636364,0.00000000,de,55.00000000,,0.00000000,,,,,,
Schleswig-Holstein,Schleswig-Holstein,LOC,-0.07383333,0.09333333,de,50.00000000,,2838632.00000000,A,54.20000000,9.75000000,EUROPE,Deutschland,NEU
Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,LOC,-0.18856947,0.10266940,de,48.70000000,,2872567.00000000,A,53.83333000,12.50000000,EUROPE,Deutschland,WCE
Österreich,Österreich,LOC,0.14592760,0.04524887,de,44.20000000,,2782113.00000000,A,47.33333000,13.33333000,EUROPE,Österreich,WCE
München,München,LOC,0.07668232,0.08215962,de,42.60000000,,2867714.00000000,P,48.13743000,11.57549000,EUROPE,Deutschland,WCE
Offenbach,Offenbach,LOC,0.02450980,0.08169935,de,40.80000000,,2857807.00000000,P,50.10061000,8.76647000,EUROPE,Deutschland,WCE
Bayerns,Bayerns,LOC,0.19696970,0.06961507,de,40.70000000,,0.00000000,,,,,,
Italien,Italien,LOC,0.08312343,0.03778338,de,39.70000000,,3175395.00000000,A,42.83333000,12.83333000,EUROPE-AFRICA,Italien,MED
Europa,Europa,LOC,0.23539519,0.32216495,de,38.80000000,,6255148.00000000,L,48.69096000,9.14062000,EUROPE,,WCE
Regen,Regen,LOC,-0.07702703,0.00000000,de,37.00000000,,2849495.00000000,P,48.97190000,13.12824000,EUROPE,Deutschland,WCE
Ostsee,Ostsee,LOC,-0.10628743,0.16467066,de,33.40000000,,2919765.00000000,P,54.83503000,9.55218000,EUROPE,Deutschland,NEU
Frankreich,Frankreich,LOC,-0.13522954,0.05489022,de,33.40000000,,3017382.00000000,A,46.00000000,2.00000000,EUROPE,Frankreich,WCE
Harz,Harz,LOC,0.12574850,0.08982036,de,33.40000000,,2909965.00000000,T,51.75619000,10.63462000,EUROPE,Deutschland,WCE
Ukraine,Ukraine,LOC,0.02314815,0.26234568,de,32.40000000,,690791.00000000,A,49.00000000,32.00000000,EUROPE,Ukraine,WCE
Elbe,Elbe,LOC,0.03302374,0.51599587,de,32.30000000,,2868531.00000000,P,51.43453000,13.22177000,EUROPE,Deutschland,WCE
Freistaat,Freistaat,LOC,-0.09810127,0.12658228,de,31.60000000,,2822542.00000000,A,50.91667000,11.00000000,EUROPE,Deutschland,WCE
Landes,Landes,LOC,-0.15584416,0.09740260,de,30.80000000,,3007868.00000000,L,44.25000000,-1.00000000,EUROPE-AFRICA,Frankreich,MED
Frankfurt,Frankfurt,LOC,-0.01900109,0.08143322,de,30.70000000,,2925533.00000000,P,50.11552000,8.68417000,EUROPE,Deutschland,WCE
Sturmböen,Sturmböen,LOC,-0.39202658,0.00000000,de,30.10000000,,0.00000000,,,,,,
Brandenburgs,Brandenburgs,LOC,0.12110727,0.11534025,de,28.90000000,,8181624.00000000,S,52.36213000,13.50168000,EUROPE,Deutschland,WCE
Stadt,Stadt,LOC,-0.06463878,0.00000000,de,26.30000000,,2950159.00000000,P,52.52437000,13.41053000,EUROPE,Deutschland,WCE
Unfälle,Unfälle,LOC,0.14758270,0.03816794,de,26.20000000,,0.00000000,,,,,,
Bergen,Bergen,LOC,0.00190840,0.05725191,de,26.20000000,,3161732.00000000,P,60.39299000,5.32415000,EUROPE,Norwegen,NEU
Russland,Russland,LOC,0.07231405,0.00000000,de,24.20000000,,2017370.00000000,A,60.00000000,100.00000000,ASIA,Russland,ESB
Thüringens,Thüringens,LOC,0.05815603,0.00000000,de,23.50000000,,11550794.00000000,S,50.27720000,10.80180000,EUROPE,Deutschland,WCE
Wien,Wien,LOC,0.07300885,0.12831858,de,22.60000000,,2761369.00000000,P,48.20849000,16.37208000,EUROPE,Österreich,WCE
Sauerland,Sauerland,LOC,0.01612903,0.06912442,de,21.70000000,4058620-0,-1.00000000,,,,EUROPE,Germany,WCE
Mosel,Mosel,LOC,-0.22811060,0.00000000,de,21.70000000,,99072.00000000,P,36.33500000,43.11889000,ASIA,Irak,WCA
Privacy Center,Privacy Center,LOC,0.00000000,0.00000000,de,21.70000000,,0.00000000,,,,,,
Bodensee,Bodensee,LOC,0.10752688,0.35330261,de,21.70000000,,11919717.00000000,L,47.61495000,9.39765000,EUROPE,,WCE
Stuttgart,Stuttgart,LOC,-0.13095238,0.07296467,de,21.70000000,,2825297.00000000,P,48.78232000,9.17702000,EUROPE,Deutschland,WCE
Thüringer Wald,Thüringer Wald,LOC,0.36778846,0.11538462,de,20.80000000,,2822540.00000000,T,50.66667000,10.83333000,EUROPE,Deutschland,WCE
Erzgebirge,Erzgebirge,LOC,0.00000000,0.00000000,de,20.80000000,,2929226.00000000,T,50.50000000,13.16667000,EUROPE,Tschechien,WCE
Rhein,Rhein,LOC,0.07250000,0.00000000,de,20.00000000,,12077024.00000000,L,49.31885000,8.77012000,EUROPE,Deutschland,WCE
Wochenmitte,Wochenmitte,LOC,0.02261307,0.15075377,de,19.90000000,,0.00000000,,,,,,
Hasel,Hasel,LOC,-0.05402010,0.01256281,de,19.90000000,4836828-3,-1.00000000,,,,EUROPE,Germany,WCE
Dresden,Dresden,LOC,0.22518797,0.05263158,de,19.00000000,,2935022.00000000,P,51.05089000,13.73832000,EUROPE,Deutschland,WCE
MV,MV,LOC,0.09824561,0.08421053,de,19.00000000,,6255147.00000000,L,29.84064000,89.29688000,ASIA,,TIB
Temperaturen,Temperaturen,LOC,0.20526316,0.07894737,de,19.00000000,,0.00000000,,,,,,
Erle,Erle,LOC,0.00921053,0.01315789,de,19.00000000,,5949271.00000000,L,45.70197000,-71.60018000,NORTH-AMERICA,Kanada,ENA
Erde,Erde,LOC,0.00793651,0.34391534,de,18.90000000,,6295630.00000000,L,0.00000000,0.00000000,ATLANTIC,,EAO
Thailand,Thailand,LOC,-0.25966851,0.00000000,de,18.10000000,4078228-1,1605651.00000000,A,15.50000000,101.00000000,ASIA,Thailand,SEA
Kiew,Kiew,LOC,0.20441989,0.05524862,de,18.10000000,,703448.00000000,P,50.45466000,30.52380000,EUROPE,Ukraine,WCE
Berlins,Berlins,LOC,0.04651163,0.02906977,de,17.20000000,,-1.00000000,,,,OCEANIA,New Zealand,NZ
Thüringer,Thüringer,LOC,0.04651163,0.24709302,de,17.20000000,,2822540.00000000,T,50.66667000,10.83333000,EUROPE,Deutschland,WCE
Potsdam,Potsdam,LOC,-0.20930233,0.08720930,de,17.20000000,,2852458.00000000,P,52.39886000,13.06566000,EUROPE,Deutschland,WCE
Timmendorfer Strand,Timmendorfer Strand,LOC,-0.16279070,0.00000000,de,17.20000000,4060184-5,-1.00000000,,,,EUROPE,Germany,NEU
Norddeutschland,Norddeutschland,LOC,0.07055215,0.18404908,de,16.30000000,,11978817.00000000,T,51.47087000,6.56787000,EUROPE,Deutschland,WCE
Frost,Frost,LOC,0.00974026,0.00000000,de,15.40000000,,-1.00000000,,,,NORTH-AMERICA,United States,CNA
Schweden,Schweden,LOC,0.15584416,0.06493506,de,15.40000000,4077258-5,2661886.00000000,A,62.00000000,15.00000000,EUROPE,Sweden,NEU
Schweiz,Schweiz,LOC,0.35064935,0.21645022,de,15.40000000,,2658434.00000000,A,47.00016000,8.01427000,EUROPE,Schweiz,WCE
Ibiza,Ibiza,LOC,0.32413793,0.13793103,de,14.50000000,,6299339.00000000,S,38.87286000,1.37312000,EUROPE-AFRICA,Spanien,MED
Streusalz,Streusalz,LOC,-0.03448276,0.12643678,de,14.50000000,,0.00000000,,,,,,
Niedersachsens,Niedersachsens,LOC,-0.14705882,0.07352941,de,13.60000000,,0.00000000,,,,,,
Hamburgs,Hamburgs,LOC,0.14705882,0.00000000,de,13.60000000,4239189-1,2911298.00000000,P,53.55073000,9.99302000,EUROPE,Germany,NEU
d…,d…,LOC,0.12867647,0.11029412,de,13.60000000,,0.00000000,,,,,,
Sachsens,Sachsens,LOC,0.08298319,0.07352941,de,13.60000000,,0.00000000,,,,,,
Portugal,Portugal,LOC,-0.06617647,0.03676471,de,13.60000000,,2264397.00000000,A,39.69450000,-8.13057000,EUROPE-AFRICA,Portugal,MED
Spanien,Spanien,LOC,0.01102941,0.07352941,de,13.60000000,,2510769.00000000,A,40.00000000,-4.00000000,EUROPE-AFRICA,Spanien,MED
Koblenz,Koblenz,LOC,0.07352941,0.00000000,de,13.60000000,,2886946.00000000,P,50.35357000,7.57883000,EUROPE,Deutschland,WCE
A3,A3,LOC,-0.37500000,0.00000000,de,13.60000000,,-1.00000000,,,,EUROPE,Latvia,WCE
den USA,den USA,LOC,-0.17322835,0.39370079,de,12.70000000,,2747373.00000000,P,52.07667000,4.29861000,EUROPE,Niederlande,NEU
Hessens,Hessens,LOC,0.04461942,0.02624672,de,12.70000000,,0.00000000,,,,,,
lsw,lsw,LOC,0.04790026,0.08530184,de,12.70000000,,1214658.00000000,P,5.18010000,97.15070000,ASIA,Indonesien,SEA
Spreewald,Spreewald,LOC,-0.13254593,0.06561680,de,12.70000000,4129505-5,-1.00000000,,,,EUROPE,Germany,WCE
Kaltfront,Kaltfront,LOC,0.00000000,0.00000000,de,12.70000000,,0.00000000,,,,,,
Starkregen,Starkregen,LOC,-0.58661417,0.00000000,de,12.70000000,,0.00000000,,,,,,
Steiermark,Steiermark,LOC,-0.19685039,0.11811024,de,12.70000000,,2764581.00000000,A,47.25000000,15.16667000,EUROPE,Österreich,WCE
Österreichs,Österreichs,LOC,0.14705882,0.16806723,de,11.90000000,,0.00000000,,,,,,
Feldberg,Feldberg,LOC,0.03389831,0.08474576,de,11.80000000,,0.00000000,,,,,,
Prignitz,Prignitz,LOC,-0.15677966,0.00000000,de,11.80000000,4047245-0,-1.00000000,,,,EUROPE,Germany,WCE
New York,New York,LOC,0.20762712,0.08474576,de,11.80000000,,5128581.00000000,P,40.71427000,-74.00597000,NORTH-AMERICA,USA,ENA
Köln,Köln,LOC,-0.28813559,0.02118644,de,11.80000000,,2886242.00000000,P,50.93333000,6.95000000,EUROPE,Deutschland,WCE
Düsseldorf,Düsseldorf,LOC,-0.22881356,0.02118644,de,11.80000000,4013255-9,2934246.00000000,P,51.22172000,6.77616000,EUROPE,Germany,WCE
Mars,Mars,LOC,0.02542373,0.00000000,de,11.80000000,,-1.00000000,,,,POLAR,,EAN
Paris,Paris,LOC,0.15454545,0.00000000,de,11.00000000,,2988507.00000000,P,48.85341000,2.34880000,EUROPE,Frankreich,WCE
Dauerregen,Dauerregen,LOC,-0.23853211,0.00000000,de,10.90000000,,0.00000000,,,,,,
Erfurt,Erfurt,LOC,-0.12844037,0.09174312,de,10.90000000,,2929670.00000000,P,50.97870000,11.03283000,EUROPE,Deutschland,WCE
Kamtschatka,Kamtschatka,LOC,0.06422018,0.00000000,de,10.90000000,4029453-5,-1.00000000,,,,ASIA,Russia,RFE
Donau,Donau,LOC,-0.01529052,0.33639144,de,10.90000000,,2866070.00000000,P,48.73218000,11.18709000,EUROPE,Deutschland,WCE
Oder,Oder,LOC,0.19266055,0.00000000,de,10.90000000,4018122-4,-1.00000000,,,,EUROPE,Germany,WCE
Oslo,Oslo,LOC,-0.19266055,0.00000000,de,10.90000000,1013733-6,-1.00000000,,,,EUROPE,Norway,NEU
Gewittern,Gewittern,LOC,-0.31192661,0.00000000,de,10.90000000,,0.00000000,,,,,,
Washington,Washington,LOC,-0.09174312,0.00000000,de,10.90000000,4064682-8,-1.00000000,,,,NORTH-AMERICA,United States,ENA
Windböen,Windböen,LOC,-0.12844037,0.00000000,de,10.90000000,,0.00000000,,,,,,
Dauereinsatz,Dauereinsatz,LOC,-0.17431193,0.36697248,de,10.90000000,,0.00000000,,,,,,
Hannover,Hannover,LOC,-0.03015873,0.04761905,de,10.50000000,,2910831.00000000,P,52.37052000,9.73322000,EUROPE,Deutschland,WCE
Land,Land,LOC,0.06862745,0.09803922,de,10.20000000,,3421288.00000000,L,81.90000000,-56.75000000,POLAR,Grönland,GIC
Nordseeküste,Nordseeküste,LOC,-0.20132013,0.13201320,de,10.10000000,,12076810.00000000,L,53.83568000,8.11677000,EUROPE,Deutschland,NEU
Wattenmeer,Wattenmeer,LOC,0.14000000,0.00000000,de,10.00000000,,-1.00000000,,,,EUROPE,,NEU
Rhein-Main,Rhein-Main,LOC,-0.62500000,0.10000000,de,10.00000000,,2847616.00000000,L,50.00000000,8.66667000,EUROPE,Germany,WCE
Europas,Europas,LOC,-0.17000000,0.00000000,de,10.00000000,,0.00000000,,,,,,
Griechenland,Griechenland,LOC,-0.08500000,0.10000000,de,10.00000000,,390903.00000000,A,39.00000000,22.00000000,EUROPE-AFRICA,Griechenland,MED
A7,A7,LOC,0.16000000,0.10000000,de,10.00000000,,-1.00000000,,,,EUROPE,Slovenia,WCE
Alten Land,Alten Land,LOC,0.09500000,0.16666667,de,10.00000000,,2957761.00000000,P,50.62218000,8.75322000,EUROPE,Deutschland,WCE
Norwegen,Norwegen,LOC,0.15500000,0.00000000,de,10.00000000,,3144096.00000000,A,62.00000000,10.00000000,EUROPE,Norwegen,NEU
Olympia,Olympia,LOC,-0.12000000,0.00000000,de,10.00000000,4271795-4,-1.00000000,,,,NORTH-AMERICA,United States,WNA
Atlantik,Atlantik,LOC,-0.08666667,0.13000000,de,10.00000000,4003388-0,2395914.00000000,P,6.44852000,2.35566000,AFRICA,Benin,WAF
Glatteisgefahr,Glatteisgefahr,LOC,-0.03000000,0.00000000,de,10.00000000,,0.00000000,,,,,,
Fichtelberg,Fichtelberg,LOC,-0.07000000,0.00000000,de,10.00000000,,2926982.00000000,T,50.42858000,12.95371000,EUROPE,Deutschland,WCE
Nordrhein-Westfalens,Nordrhein-Westfalens,LOC,0.17000000,0.30000000,de,10.00000000,,0.00000000,,,,,,
Polen,Polen,LOC,0.07000000,0.00000000,de,10.00000000,,798544.00000000,A,52.00000000,20.00000000,EUROPE,Polen,WCE
Winterwetter,Winterwetter,LOC,0.07000000,0.00000000,de,10.00000000,,0.00000000,,,,,,
Schneeverwehungen,Schneeverwehungen,LOC,-0.25000000,0.25000000,de,10.00000000,,0.00000000,,,,,,
Ostseeküste,Ostseeküste,LOC,-0.45500000,0.10000000,de,10.00000000,,0.00000000,,,,,,
Schwarzwald,Schwarzwald,LOC,0.06500000,0.25000000,de,10.00000000,,0.00000000,,,,,,
Mexiko-Stadt,Mexiko-Stadt,LOC,0.07000000,0.00000000,de,10.00000000,,3530597.00000000,P,19.42847000,-99.12766000,CENTRAL-AMERICA,Mexiko,NCA
Nordsee,Nordsee,LOC,0.28061224,0.15306122,de,9.80000000,,2960848.00000000,H,55.33333000,3.00000000,EUROPE,,NEU
Flüssen,Flüssen,LOC,0.18478261,0.10869565,de,9.20000000,,2926035.00000000,P,48.21861000,10.27462000,EUROPE,Deutschland,WCE
Baden-Württembergs,Baden-Württembergs,LOC,0.08241758,0.05494505,de,9.10000000,,0.00000000,,,,,,
Kanada,Kanada,LOC,-0.21978022,0.00000000,de,9.10000000,4029456-0,-1.00000000,,,,NORTH-AMERICA,Canada,NWN
Sonnenschein,Sonnenschein,LOC,-0.11538462,0.16483516,de,9.10000000,,2831137.00000000,T,54.08202000,10.75910000,EUROPE,Germany,NEU
China,China,LOC,-0.03296703,0.10989011,de,9.10000000,,1814991.00000000,A,35.00000000,105.00000000,ASIA,China,EAS
Bremer,Bremer,LOC,0.03296703,0.00000000,de,9.10000000,,-1.00000000,,,,NORTH-AMERICA,United States,CNA
Vorarlberg,Vorarlberg,LOC,0.01831502,0.27472527,de,9.10000000,,2762300.00000000,A,47.25000000,9.91667000,EUROPE,Österreich,WCE
Teneriffa,Teneriffa,LOC,0.00000000,0.10989011,de,9.10000000,4277900-5,-1.00000000,,,,AFRICA,Spain,SAH
Franken,Franken,LOC,-0.02380952,0.00000000,de,9.10000000,,2803465.00000000,L,50.00000000,9.00000000,EUROPE,Deutschland,WCE
Böen,Böen,LOC,-0.07692308,0.00000000,de,9.10000000,,3160910.00000000,P,59.75000000,8.78333000,EUROPE,Norwegen,NEU
Formentera,Formentera,LOC,0.10989011,0.21978022,de,9.10000000,,2517690.00000000,T,38.69467000,1.46919000,EUROPE-AFRICA,Spanien,MED
Kanarischen Inseln,Kanarischen Inseln,LOC,-0.07692308,0.00000000,de,9.10000000,,0.00000000,,,,,,
Schauern,Schauern,LOC,0.04216867,0.00000000,de,8.30000000,,0.00000000,,,,,,
Australien,Australien,LOC,0.00000000,0.12048193,de,8.30000000,,2077456.00000000,A,-25.00000000,135.00000000,OCEANIA,Australien,CAU
Wetter-Vorhersage,Wetter-Vorhersage,LOC,0.00000000,0.00000000,de,8.30000000,,0.00000000,,,,,,
Graupel,Graupel,LOC,-0.45121951,0.00000000,de,8.20000000,,0.00000000,,,,,,
Zürich,Zürich,LOC,0.06097561,0.06097561,de,8.20000000,,2657896.00000000,P,47.36667000,8.55000000,EUROPE,Schweiz,WCE
Schneeschauer,Schneeschauer,LOC,-0.08536585,0.00000000,de,8.20000000,,0.00000000,,,,,,
Oberharz,Oberharz,LOC,0.00000000,0.12195122,de,8.20000000,,2860465.00000000,T,51.83224000,10.46900000,EUROPE,Deutschland,WCE
Hitze,Hitze,LOC,-0.20731707,0.24390244,de,8.20000000,,2903464.00000000,S,50.36667000,12.00000000,EUROPE,Deutschland,WCE
Beaujolais,Beaujolais,LOC,0.00000000,0.00000000,de,8.20000000,4080306-5,-1.00000000,,,,CENTRAL-AMERICA,Saint Lucia,CAR
Unfallkrankenhaus,Unfallkrankenhaus,LOC,0.17073171,0.00000000,de,8.20000000,,0.00000000,,,,,,
Verkehrsbehinderungen,Verkehrsbehinderungen,LOC,0.58536585,0.12195122,de,8.20000000,,0.00000000,,,,,,
Indonesien,Indonesien,LOC,-0.07317073,0.00000000,de,8.20000000,,1643084.00000000,A,-5.00000000,120.00000000,ASIA,Indonesien,SEA
Glätte,Glätte,LOC,0.17073171,0.00000000,de,8.20000000,,-1.00000000,,,,EUROPE,Austria,WCE
Hamburgs meterhohe Eisberge,Hamburgs meterhohe Eisberge,LOC,-0.08536585,0.00000000,de,8.20000000,,0.00000000,,,,,,
Kärnten,Kärnten,LOC,0.18902439,0.00000000,de,8.20000000,,2774686.00000000,A,46.75000000,13.83333000,EUROPE,Österreich,WCE
Leipzig,Leipzig,LOC,-0.16463415,0.06097561,de,8.20000000,,2879139.00000000,P,51.33962000,12.37129000,EUROPE,Deutschland,WCE
Chemnitz,Chemnitz,LOC,0.00000000,0.36585366,de,8.20000000,,2940132.00000000,P,50.83570000,12.92922000,EUROPE,Deutschland,WCE
Irak,Irak,LOC,0.04268293,0.18292683,de,8.20000000,4072920-5,-1.00000000,,,,ASIA,Iraq,WCA
Unfällen,Unfällen,LOC,0.00000000,0.00000000,de,8.20000000,,0.00000000,,,,,,
Frühlingsgefühle,Frühlingsgefühle,LOC,0.08536585,0.19512195,de,8.20000000,,0.00000000,,,,,,
BVG,BVG,LOC,-0.36585366,0.00000000,de,8.20000000,,-1.00000000,,,,EUROPE,Norway,NEU
Mexiko,Mexiko,LOC,-0.03750000,0.25000000,de,8.00000000,,3996063.00000000,A,23.00000000,-102.00000000,CENTRAL-AMERICA,Mexiko,NCA
Küste,Küste,LOC,-0.08783784,0.06756757,de,7.40000000,,2287781.00000000,A,8.00000000,-5.50000000,AFRICA,Elfenbeinküste,WAF
Garten,Garten,LOC,0.57432432,0.27027027,de,7.40000000,,7535595.00000000,S,52.50717000,13.33189000,EUROPE,Deutschland,WCE
Tourette,Tourette,LOC,0.05479452,0.13698630,de,7.30000000,4328062-6,-1.00000000,,,,EUROPE-AFRICA,France,MED
Flughafen,Flughafen,LOC,-0.01369863,0.06849315,de,7.30000000,,3208399.00000000,S,48.35378000,11.78609000,EUROPE,Germany,WCE
Südfrankreich,Südfrankreich,LOC,-0.09589041,0.00000000,de,7.30000000,,0.00000000,,,,,,
Israel,Israel,LOC,0.00000000,0.00000000,de,7.30000000,4027808-6,-1.00000000,,,,EUROPE-AFRICA,Israel,MED
Bonn,Bonn,LOC,0.15068493,0.00000000,de,7.30000000,4007666-0,6296510.00000000,S,50.87894000,7.12292000,EUROPE,Germany,WCE
Schottland,Schottland,LOC,0.09589041,0.00000000,de,7.30000000,4021159-9,2648579.00000000,P,55.86515000,-4.25763000,EUROPE,United Kingdom,NEU
Ostfriesischen Inseln,Ostfriesischen Inseln,LOC,-0.03424658,0.00000000,de,7.30000000,,-1.00000000,,,,EUROPE,,NEU
Mitteldeutschland,Mitteldeutschland,LOC,0.09589041,0.00000000,de,7.30000000,,0.00000000,,,,,,
Wiesbaden,Wiesbaden,LOC,-0.73972603,0.13698630,de,7.30000000,,2809346.00000000,P,50.08258000,8.24932000,EUROPE,Deutschland,WCE
Bäume,Bäume,LOC,0.21917808,0.00000000,de,7.30000000,,0.00000000,,,,,,
Schneelast,Schneelast,LOC,0.05479452,0.00000000,de,7.30000000,,0.00000000,,,,,,
Südtirol,Südtirol,LOC,-0.34246575,0.00000000,de,7.30000000,,3165244.00000000,A,46.50000000,11.33333000,EUROPE,Italien,WCE
Mittelgebirge,Mittelgebirge,LOC,-0.09589041,0.41095890,de,7.30000000,,3077905.00000000,T,50.60000000,14.16667000,EUROPE,Tschechien,WCE
Dolomiten,Dolomiten,LOC,-0.68493151,0.00000000,de,7.30000000,4012682-1,-1.00000000,,,,EUROPE,Italy,WCE
Willingen,Willingen,LOC,0.54794521,0.00000000,de,7.30000000,5350718-6,-1.00000000,,,,EUROPE,Germany,WCE
Magdeburg,Magdeburg,LOC,0.00000000,0.00000000,de,7.30000000,,0.00000000,,,,,,
Glatteis-Gefahr,Glatteis-Gefahr,LOC,-0.09589041,0.00000000,de,7.30000000,,0.00000000,,,,,,
Anmarsch,Anmarsch,LOC,0.00000000,0.00000000,de,7.30000000,,0.00000000,,,,,,
Oberpfalz,Oberpfalz,LOC,-0.25342466,0.00000000,de,7.30000000,4041837-6,-1.00000000,,,,EUROPE,Germany,WCE
London,London,LOC,-0.02054795,0.06849315,de,7.30000000,4074335-4,2643743.00000000,P,51.50853000,-0.12574000,EUROPE,United Kingdom,NEU
Würzburg,Würzburg,LOC,0.00000000,0.00000000,de,7.30000000,,2805615.00000000,P,49.79391000,9.95121000,EUROPE,Deutschland,WCE
Philadelphia,Philadelphia,LOC,-0.09589041,0.13698630,de,7.30000000,4103331-0,-1.00000000,,,,NORTH-AMERICA,United States,ENA
Rosenmontag,Rosenmontag,LOC,0.00000000,0.00000000,de,7.30000000,,0.00000000,,,,,,
Balkon,Balkon,LOC,0.50684932,0.13698630,de,7.30000000,,0.00000000,,,,,,
Saarbrücken,Saarbrücken,LOC,-0.36986301,0.00000000,de,7.30000000,4076912-4,-1.00000000,,,,EUROPE,Germany,WCE
Eisregen,Eisregen,LOC,-0.42465753,0.13698630,de,7.30000000,,0.00000000,,,,,,
Bode,Bode,LOC,-0.28767123,0.00000000,de,7.30000000,4087860-0,-1.00000000,,,,POLAR,,EAN
Oberwiesenthal,Oberwiesenthal,LOC,0.00000000,0.27397260,de,7.30000000,4043017-0,2882332.00000000,P,50.41943000,12.96836000,EUROPE,Czechia,WCE
England,England,LOC,-0.09589041,0.00000000,de,7.30000000,,11919979.00000000,L,44.00000000,-71.00000000,NORTH-AMERICA,USA,ENA
Marokko,Marokko,LOC,-0.36986301,0.00000000,de,7.30000000,,0.00000000,,,,,,
Staus,Staus,LOC,0.38356164,0.00000000,de,7.30000000,,-1.00000000,,,,CENTRAL-AMERICA,Mexico,NCA
Wind,Wind,LOC,0.00000000,0.00000000,de,7.30000000,,0.00000000,,,,,,
Moskau,Moskau,LOC,0.10606061,0.00000000,de,6.60000000,,524901.00000000,P,55.75222000,37.61556000,EUROPE,Russland,WCE
Süddeutschland,Süddeutschland,LOC,0.04687500,0.15625000,de,6.40000000,4078022-3,-1.00000000,,,,EUROPE,Germany,WCE
Island,Island,LOC,0.15625000,0.00000000,de,6.40000000,4027754-9,-1.00000000,,,,POLAR,Iceland,GIC
Meteorologen,Meteorologen,LOC,-0.03125000,0.07812500,de,6.40000000,,0.00000000,,,,,,
der Schweiz,der Schweiz,LOC,-0.15625000,0.00000000,de,6.40000000,,2661324.00000000,P,47.14035000,7.37175000,EUROPE,Switzerland,WCE
Oberösterreich,Oberösterreich,LOC,-0.10937500,0.15625000,de,6.40000000,,2772400.00000000,P,48.30639000,14.28611000,EUROPE,Österreich,WCE
Krankenhäuser,Krankenhäuser,LOC,0.10937500,0.00000000,de,6.40000000,,0.00000000,,,,,,
